"","date","text","id","link","retweets","likes","account","followers","like_ratio","retweet_ratio","interaction_ratio"
"58",2022-07-25 14:26:46,"It's important to set boundaries and #DetoxYourFeed from content you don't want to see. 

Thank you for sharing and inspiring @kaiagerber ❤️ https://t.co/727a43qxpp","1551665283940630528","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,4,"@Dove",187005,2.13898024117002e-05,0,0.0540199459907489
"59",2022-07-22 13:07:49,"""I love to empower the next girl watching me .. to show her that she can do it too."" 

This is why inclusive beauty is important ❗❗ thank you @HHASSELHOFF for setting an example ❤️
https://t.co/2ZwBNmo7Ot","1550558251904802816","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",9,22,"@Dove",187005,0.000117643913264351,4.81270554263255e-05,0.0540199459907489
"60",2022-07-22 09:32:44,"""For everybody"" ♥️ 

Shoutout @lizzo for always advocating for inclusivity🙌 https://t.co/oopIFC6GOZ","1550504122666946560","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",10,16,"@Dove",187005,8.55592096468009e-05,5.34745060292506e-05,0.0540199459907489
"61",2022-07-20 11:06:21,"Loving the #unfiltered you 👀 It's time to ⚠️BeReal⚠️ https://t.co/FklgW4c4HX","1549802906949500934","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",4,8,"@Dove",187005,4.27796048234004e-05,2.13898024117002e-05,0.0540199459907489
"62",2022-07-19 18:23:19,"A beautiful sight @MatthewACherry 🥰 https://t.co/GE7bTjhQmd","1549550486851883010","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3,16,"@Dove",187005,8.55592096468009e-05,1.60423518087752e-05,0.0540199459907489
"63",2022-07-19 08:26:14,"Just a reminder, unedited photos should be the norm ❗️❗️

https://t.co/4bpE9FdzK2","1549400222979309571","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",5,10,"@Dove",187005,5.34745060292506e-05,2.67372530146253e-05,0.0540199459907489
"64",2022-07-12 15:13:33,"We LOVE seeing natural hairstyles represented in the new Naturalistas Pixie Puff Collection ✨ 

Thank you to Purpose Toys and @JustPlayToys for celebrating natural hair and amplifying #TheCROWNAct🙌 https://t.co/S8AcRobS2o","1546966012561702913","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,10,"@Dove",187005,5.34745060292506e-05,1.06949012058501e-05,0.0540199459907489
"65",2022-07-08 09:16:32,"A true trailblazer 🙌 Congratulations to Sandra Douglass Morgan for becoming the FIRST Black female team president in the history of the NFL 👏 https://t.co/wbdSy02t8K","1545426617308426240","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,20,"@Dove",187005,0.000106949012058501,1.06949012058501e-05,0.0540199459907489
"66",2022-07-07 15:36:56,"Congratulations Simone Biles &amp; Megan Rapinoe on receiving the Presidential Medal of Freedom 👏

You have done so much to inspire the next generation, we can't wait to see what you do next 💖 https://t.co/USWSXQHnm2","1545159958341320704","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",6,15,"@Dove",187005,8.02117590438758e-05,3.20847036175503e-05,0.0540199459907489
"67",2022-07-07 13:18:58,"RT @JessWeiner: Do you find that you overshare online? 

@_kellyu joins me in this episode of #LetsChangeBeauty talking about how she's lea…","1545125236772929536","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3,0,"@Dove",187005,0,1.60423518087752e-05,0.0540199459907489
"68",2022-07-07 10:15:11,"@lizzo's guide to having a Self-Love Summer ✨👇

https://t.co/L583KATxYM","1545078988539801601","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,10,"@Dove",187005,5.34745060292506e-05,5.34745060292506e-06,0.0540199459907489
"69",2022-07-03 13:38:23,"You heard the queen! 🙌 Sign our petition and contact your senators NOW to help pass #TheCROWNAct ‼️ https://t.co/cIfP8onrJM https://t.co/PnFLrZI4MB","1543680573083979778","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,15,"@Dove",187005,8.02117590438758e-05,1.06949012058501e-05,0.0540199459907489
"70",2022-07-03 12:04:07,"RT @ultabeauty: Ulta Beauty stands with @dove and @thecrownact to put an end to race-based hair discrimination. Swipe through to see why th…","1543656848401768449","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",19,0,"@Dove",187005,0,0.000101601561455576,0.0540199459907489
"71",2022-07-03 10:42:44,"Happy #NationalCROWNDay ✨ Today we thank everyone who has helped us support #TheCROWNAct! Join us and @thecrownact in celebrating Black hair independence and #PassTheCROWN 👉 https://t.co/cIfP8onrJM https://t.co/RjFE8DJDpf","1543636368361984004","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,11,"@Dove",187005,5.88219566321756e-05,1.06949012058501e-05,0.0540199459907489
"72",2022-07-03 07:48:51,"#HairDiscrimination starts as early as 5 and lasts a lifetime. Black people are being denied work &amp; other opportunities because of their natural, textured hair &amp; protective styles. Take action NOW. Visit https://t.co/TALIoXigZZ to sign @thecrownact petition &amp; Tweet your 🇺🇸Senator https://t.co/ssrpkEeCMH","1543592609200979969","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",10,17,"@Dove",187005,9.09066602497259e-05,5.34745060292506e-05,0.0540199459907489
"73",2022-07-01 14:46:15,"RT @BETNews: Dove is dedicated to helping Black women feel confident when wearing their natural hair texture and protective styles.
https:/…","1542972878286721027","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",5,0,"@Dove",187005,0,2.67372530146253e-05,0.0540199459907489
"74",2022-07-01 13:55:54,"We're honored to be a part of @essencefest 🙌 

Help us #PassTheCROWN by signing our petition and contacting your senators 👉 https://t.co/cIfP8onrJM https://t.co/JCWgWOK1t4","1542960204387700738","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3,11,"@Dove",187005,5.88219566321756e-05,1.60423518087752e-05,0.0540199459907489
